WL,1ED9,1FA2,1NLS,1M8U,193L,3EST,1ELP,1BA7,2GIF,1DOT,1A49,1HZX,2CGA,2NOP,1BLF,1QFE,1DGF,1RH5,3PMG,1CBJ,3PGK,7TIM,2DHQ,1ADO,3RN3,1PPN,1B8E,2WJN,1UBI,1LES,1NEK,1LIN,2BB2,1OVA,1XL4,1YMB,1T5S,3DNI,1FCP,2OAR,5CHA,1UNE,1IGT,1L7V,1HDA,1AIR,1FEP,3JQO,2A65,1CF3,2PSG,1A6M,1HRC,2J58,1AX8,1RHS,1J95,1BE3,1NKZ,1HNN,1AOS,1BN6,2VDF,1OFS,1HC9,1HA4,1KCW,1HK0,1K6J,1THW,2NR9,1GPB,1NQH,1PCR,4GCR,2CTS,1HA7,1N5U,1KPK,2CFQ,2DYR,1QHJ
241,-0.371684802,-0.373735516,-0.146866386,-0.070373029,-0.256189558,-0.078266411,-0.080958963,0.028549929,-0.469279129,-0.364417136,-0.468452652,-0.534373754,-0.101478003,-0.513226554,-0.356816076,-0.561561933,-0.430343752,-0.54539182,-0.430669684,-0.115031788,-0.481696671,-0.461318118,-0.369364102,-0.631350239,-0.077152983,-0.291413781,-0.160792261,-0.37327542,-0.13015865,-0.143919708,-0.491030888,-0.577359971,-0.05397508,-0.363472071,-0.356559526,-0.733434972,-0.46961534,-0.362164108,-0.18856601,-0.489507913,-0.140363572,-0.375582506,-0.122711579,-0.602343271,-0.49803452,-0.436167472,-0.183026969,-0.156372953,-0.721814528,-0.361789927,-0.036539919,-0.68123532,-0.355357643,-0.221045007,-0.485364979,-0.319161599,-0.482171928,-0.44672219,-0.578657922,-0.426386494,-0.076776623,-0.385046661,-0.233616554,-0.144453492,-0.082793527,-0.094621377,-0.137127859,-0.023366037,-0.407612598,-0.104407099,-0.557023826,-0.506206982,-0.27411553,-0.470933476,0.003110461,-0.57084353,-0.686014005,-0.610230093,-0.605789973,-0.752040636,-0.550158156,-0.628925877
242,-0.311081632,-0.312082474,-0.115201237,-0.067296151,-0.202032298,-0.065650649,-0.069669594,0.007216433,-0.373503156,-0.307901278,-0.371896266,-0.431680712,-0.086672733,-0.435470187,-0.279516267,-0.440290405,-0.343328346,-0.446410967,-0.339332362,-0.103661811,-0.420142954,-0.367582058,-0.296865511,-0.51659371,-0.043625766,-0.244712055,-0.127816538,-0.302860571,-0.093061954,-0.107399765,-0.400847975,-0.45790668,-0.05439115,-0.278604393,-0.280366282,-0.554347309,-0.361823201,-0.291014299,-0.125806053,-0.411477878,-0.12039082,-0.277503767,-0.098197434,-0.457761265,-0.36908265,-0.361501332,-0.125461198,-0.124712983,-0.563955874,-0.313024548,-0.025524994,-0.508648227,-0.306675573,-0.163323829,-0.435989605,-0.265726483,-0.408087962,-0.357634848,-0.442904918,-0.346225665,-0.051939121,-0.306756856,-0.156275695,-0.110810476,-0.06333199,-0.074789749,-0.115920595,-0.009282344,-0.335799492,-0.071330195,-0.44259843,-0.374630258,-0.155767759,-0.377521303,-0.001497404,-0.430788159,-0.512380953,-0.451023093,-0.467079705,-0.593094653,-0.430946315,-0.48243881
243,-0.250001589,-0.243495091,-0.092603556,-0.054297034,-0.163190574,-0.061684272,-0.048413327,0.011302135,-0.276617302,-0.261972214,-0.292945573,-0.325797241,-0.078845948,-0.319971303,-0.232847775,-0.343939017,-0.276197947,-0.334107179,-0.265763776,-0.102490645,-0.330257062,-0.290947336,-0.210862034,-0.392175642,-0.033225132,-0.199964472,-0.088970711,-0.216233641,-0.045408696,-0.083411738,-0.314083124,-0.347870394,-0.038856743,-0.221055914,-0.232389056,-0.420893692,-0.271848846,-0.229321699,-0.09369167,-0.2967296,-0.102328553,-0.241275678,-0.075848379,-0.347937382,-0.254125882,-0.291725786,-0.093100034,-0.10259128,-0.421305074,-0.261882458,-0.019610434,-0.378556115,-0.234203023,-0.113632667,-0.296617897,-0.204461931,-0.300864984,-0.261965,-0.282733064,-0.272978536,-0.057460814,-0.199640858,-0.106594104,-0.088646751,-0.056113293,-0.036144269,-0.097689411,0.019017963,-0.267692167,-0.05641788,-0.331928306,-0.281460052,-0.087560114,-0.283456865,0.017859822,-0.360637172,-0.374257184,-0.320173175,-0.368097496,-0.453887037,-0.332021344,-0.361938879
244,-0.192764795,-0.196163028,-0.078947199,-0.048224063,-0.146001463,-0.056332688,-0.040923712,0.014626633,-0.207676582,-0.212776694,-0.216763609,-0.2487754,-0.073147182,-0.23776408,-0.182420629,-0.2691124,-0.242094724,-0.261732667,-0.196960967,-0.086614589,-0.271761542,-0.221573253,-0.164860051,-0.29737489,-0.024406173,-0.177786129,-0.069418098,-0.188084903,-0.036881734,-0.069623536,-0.236042135,-0.274672699,-0.036238275,-0.186514744,-0.196543976,-0.330688583,-0.191294099,-0.178386313,-0.074942417,-0.228656755,-0.087480319,-0.202592394,-0.063803956,-0.257850274,-0.186680496,-0.22793101,-0.073223835,-0.094280757,-0.319763624,-0.217541562,-0.022639506,-0.292996896,-0.198829584,-0.069836565,-0.219367562,-0.166321503,-0.239769998,-0.19917052,-0.185556886,-0.20554458,-0.065225071,-0.187109078,-0.072907917,-0.075319684,-0.043037534,-0.034079792,-0.080068666,0.009562331,-0.216523789,-0.036366189,-0.258729464,-0.197495455,-0.051972032,-0.219134104,0.023853773,-0.301755568,-0.282233789,-0.233641202,-0.298497546,-0.336477291,-0.255295391,-0.269666084
245,-0.138753476,-0.152609912,-0.062300963,-0.036048995,-0.120373751,-0.050278958,-0.033131714,0.011005883,-0.153977671,-0.181640505,-0.154795656,-0.20628507,-0.073616532,-0.212430132,-0.143627757,-0.1978857,-0.216509778,-0.227950255,-0.145574838,-0.071130581,-0.200201696,-0.164432861,-0.123947975,-0.215726235,-0.018887845,-0.158279953,-0.054824324,-0.164671304,-0.038664668,-0.053503243,-0.182132187,-0.228817692,-0.028166071,-0.149941073,-0.162976381,-0.259250169,-0.12687959,-0.143131228,-0.051140616,-0.189981184,-0.078512173,-0.117495211,-0.047705498,-0.208091562,-0.14877374,-0.172348542,-0.052785809,-0.088965012,-0.249605106,-0.199420155,-0.011714643,-0.231954432,-0.168341085,-0.052452228,-0.222663084,-0.123391127,-0.214787187,-0.151863358,-0.157111871,-0.144494427,-0.039412814,-0.132488035,-0.04548534,-0.059542122,-0.026713457,-0.031357354,-0.06440877,-0.024187081,-0.166682541,-0.013910025,-0.21542779,-0.133528972,-0.025261652,-0.169067785,0.029607174,-0.243604408,-0.215959602,-0.173625873,-0.240456975,-0.259230387,-0.196373498,-0.20576904
246,-0.11594352,-0.100741063,-0.048099285,-0.023859829,-0.089902674,-0.040015155,-0.027144151,0.013260057,-0.111340134,-0.142765117,-0.116811942,-0.150102606,-0.062152747,-0.151290641,-0.107956349,-0.150873091,-0.1844201,-0.159718898,-0.099584832,-0.056076913,-0.152288112,-0.127850172,-0.081062835,-0.14753752,-0.009201785,-0.134524666,-0.042620403,-0.091000095,-0.020499744,-0.039669361,-0.1384617,-0.166232521,-0.017308539,-0.11475457,-0.130910022,-0.206768441,-0.096908751,-0.115610622,-0.030372643,-0.131823496,-0.06737648,-0.041720495,-0.038361915,-0.163163394,-0.104212281,-0.14373147,-0.036218192,-0.092545624,-0.191858188,-0.14139293,-0.000572069,-0.177373265,-0.136092112,-0.053632183,-0.134115661,-0.104571277,-0.156361425,-0.103916516,-0.083117958,-0.107654914,-0.010369565,-0.069140367,-0.029692991,-0.046204945,-0.018821507,-0.042127303,-0.047888231,-0.042403224,-0.138049732,-0.008476035,-0.157446947,-0.074264644,0.000715818,-0.117292089,0.028986044,-0.183852265,-0.159863829,-0.119032403,-0.184094993,-0.201520204,-0.146652305,-0.159520723
247,-0.119747362,-0.059749408,-0.042621738,-0.021242388,-0.06444631,-0.034989804,-0.025827781,0.018913962,-0.065891128,-0.101266109,-0.11158,-0.089951748,-0.052381958,-0.071388855,-0.089582725,-0.123119303,-0.142898039,-0.085592557,-0.082009854,-0.048559979,-0.113365156,-0.114790643,-0.063089993,-0.1347491,-0.01833242,-0.11266528,-0.031482927,-0.016389131,-0.009562358,-0.037588505,-0.120303065,-0.10491765,-0.01361655,-0.107011576,-0.102338728,-0.148861467,-0.074070624,-0.089446924,-0.029888589,-0.071981211,-0.054425543,-0.004959401,-0.039581067,-0.108834926,-0.052221778,-0.142848144,-0.039880952,-0.074639833,-0.134223034,-0.094559249,0.009472076,-0.114779535,-0.10351033,-0.056801758,-0.009494087,-0.102029735,-0.083825031,-0.066260488,0.019849815,-0.108281823,-0.004153562,-0.053589273,-0.032973723,-0.04153271,-0.01940227,-0.065639134,-0.043614931,-0.021032536,-0.123291533,-0.006794907,-0.087533096,-0.044442541,-0.03129147,-0.077753907,0.014563285,-0.129563687,-0.100532453,-0.062572284,-0.127491989,-0.147420391,-0.10814566,-0.11739974
248,-0.133256534,-0.037981418,-0.034347865,-0.01963284,-0.05461885,-0.031320347,-0.023023428,0.038470992,-0.043464138,-0.075855196,-0.111471933,-0.050988745,-0.045311283,-0.038752432,-0.07849992,-0.102944688,-0.111034959,-0.039851047,-0.071553664,-0.044993457,-0.103567974,-0.094521125,-0.055869459,-0.14784988,-0.005939186,-0.09368134,-0.018271841,0.017648403,0.00641872,-0.027732762,-0.099390477,-0.052247174,-0.011769392,-0.099249248,-0.074089443,-0.085673356,-0.058642031,-0.067749865,-0.030344079,-0.034930475,-0.038808227,-0.012781366,-0.036365809,-0.056992956,-0.0109273,-0.139122925,-0.02977108,-0.041579959,-0.07565941,-0.062818403,0.013227037,-0.051179703,-0.068405914,-0.067419928,0.017748314,-0.111390359,-0.041276839,-0.042115176,0.070107216,-0.112393697,0.002092726,-0.02261326,-0.019785456,-0.032594298,-0.014136477,-0.065579047,-0.038671168,-0.00811721,-0.118208128,0.007043986,-0.037520451,-0.02358605,-0.009438192,-0.053569313,-0.004768063,-0.054870929,-0.041335027,-0.009240795,-0.063947238,-0.088945241,-0.06700122,-0.070260601
249,-0.125982174,-0.020331459,-0.030078462,-0.022786652,-0.034353954,-0.018655685,-0.025804338,0.047176487,-0.01757896,-0.07003483,-0.098163451,-0.03398977,-0.03276006,-0.036889901,-0.06987049,-0.080918306,-0.087832534,-0.024465764,-0.064594596,-0.036436876,-0.078406131,-0.065282614,-0.039683613,-0.11203804,-0.002005883,-0.063345503,-0.015738226,0.042252384,0.039356052,-0.021355353,-0.069926237,-0.024001719,-0.018080745,-0.080483164,-0.059997915,-0.038140074,-0.035114391,-0.047718062,-0.045530147,-0.014371406,-0.025164155,-0.028380006,-0.032615778,-0.031609105,0.006752564,-0.119774877,-0.020259881,-0.028191976,-0.032327815,-0.036111147,0.018477626,-0.013180828,-0.036943791,-0.042156003,-0.001368488,-0.090097089,-0.02682063,-0.019417499,0.074916191,-0.108812875,-0.004535362,0.011636144,-0.024804857,-0.027800966,-0.003583618,-0.064901501,-0.021644913,-0.04002177,-0.10114778,0.014392637,-0.005475073,-0.024142341,0.027061339,-0.028907556,0.002260998,-0.026037237,-0.00499376,0.028516709,-0.020035812,-0.039072517,-0.037421598,-0.034379116
250,-0.095489603,-0.012192346,-0.022935591,-0.023864149,-0.032625851,-0.014739107,-0.023654384,0.053692081,-0.012749727,-0.033389815,-0.074864836,-0.020375097,-0.024067951,-0.024513335,-0.047889604,-0.061348194,-0.077678434,-0.01641376,-0.042836564,-0.029641469,-0.067266657,-0.043560313,-0.024863085,-0.07193737,0.009109843,-0.046696178,-0.008307968,0.02018003,0.026605173,-0.01654504,-0.033573694,-0.01287751,-0.021963316,-0.061180155,-0.05589361,-0.01613157,-0.014521838,-0.028062712,-0.037869367,-0.010587638,-0.013986769,-0.017762198,-0.024141705,0.001655038,0.011243116,-0.093136131,-0.016959351,-0.017314433,-0.008655789,-0.021785827,0.014248681,0.003200772,-0.041103344,-0.016807289,-0.003327838,-0.042659087,-0.027862406,-0.015524139,0.094783009,-0.086733615,0.000121347,0.035020258,-0.027454399,-0.020815377,-5.92E-05,-0.045578008,-0.011973443,-0.068877752,-0.067880875,0.015586019,0.013346849,0.003212183,0.008655253,-0.019844044,0.012842898,-0.027693615,0.015145947,0.053578125,-0.001474509,0.000233141,-0.020084552,-0.011763035
251,-0.056540493,-0.007677565,-0.015241653,-0.019876463,-0.027198419,-0.012245962,-0.019696918,0.034801743,-0.01041884,0.004991929,-0.040214781,-0.037953543,-0.029708383,-0.061386596,-0.018893555,-0.037567229,-0.066551233,-0.043847695,-0.033388246,-0.024828712,-0.043280004,-0.021907896,-0.018659386,-0.031578194,0.010831006,-0.042365048,-0.005858821,-0.011653649,0.019225054,-0.007828397,-0.027759603,-0.024346661,-0.020760982,-0.052741691,-0.052480743,-0.004415613,-0.012219741,-0.01476032,-0.020366459,-0.03054109,-0.013790338,0.023125382,-0.013811185,0.016236382,-0.008191617,-0.055097743,-0.002600338,-0.016116953,-0.000195631,-0.035195662,0.013952711,0.001975265,-0.040688901,0.013844713,-0.077276031,-0.014396793,-0.054088997,-0.02107304,0.0562987,-0.04780177,0.020882043,0.043437611,-0.014079263,-0.013182319,0.012478271,-0.027908474,-0.00320675,-0.090148034,-0.038594519,0.028108747,-0.004074015,0.021122226,0.038873757,-0.024184158,0.015483678,-0.052112009,0.021372569,0.055370101,-0.004038522,0.016784739,-0.019232485,-0.006452862
252,-0.033054824,0.00024726,-0.013678751,-0.011090331,-0.014497331,-0.009049674,-0.010954668,0.020147805,-0.007213746,0.010672531,-0.022310881,-0.030961162,-0.022329785,-0.053782354,-0.007817405,-0.024403215,-0.055406413,-0.044395773,-0.02343368,-0.023790683,-0.04023484,-0.02246983,6.42E-05,-0.035909881,0.004737353,-0.046288052,0.000725044,-0.018284422,0.01431169,-0.00672093,-0.027414589,-0.026046677,-0.00924819,-0.035975865,-0.052766772,-0.00600293,-0.007724578,-0.009084585,-0.006154881,-0.031893852,-0.014469889,0.074235674,-0.008992387,0.019069889,0.000819281,-0.041839723,-0.000477142,-0.021400139,-0.005847411,-0.040483521,0.01474066,0.003557792,-0.039336191,0.021930691,-0.078918255,0.000523628,-0.0538087,-0.016570921,0.065993092,-0.018676454,0.027681331,0.095239885,-0.019545131,-0.011976234,0.007167331,-0.012546167,0.000153458,-0.05553997,-0.021718317,0.013355483,0.002397694,0.024354141,0.039413064,-0.019700016,0.013350176,-0.040342653,0.024774016,0.064355721,-0.001260866,0.010531887,-0.011526031,-0.008147843
253,-0.031785057,0.014792555,-0.015642962,0.001392436,-0.006024748,-0.007822604,0.004469175,0.023554887,0.007273671,0.009137978,-0.028557452,-0.008389891,-0.016181203,-0.004618721,-0.019189257,-0.021812231,-0.045168609,-0.023178401,-0.028211941,-0.02101168,-0.026567747,-0.015050668,0.018517644,-0.042213281,-0.003695173,-0.043136932,0.017103828,0.02050488,0.014018594,-0.011554419,-0.021749262,-0.025089428,0.008151309,-0.037116425,-0.047149359,0.000549582,0.002756862,-0.000920479,0.005871215,0.00101876,-0.010716157,0.068851148,-0.004288139,0.017563419,0.025475154,-0.044958806,-0.010346238,-0.015077654,-0.000610944,-0.013803776,0.023606032,0.019924325,-0.029252443,0.028878599,0.006008876,0.004941786,-0.02530804,0.003377686,0.126021229,-0.023609481,0.008502941,0.114171935,-0.023006437,-0.014800536,-0.000783614,0.002664149,-0.006463239,-0.010089114,-0.009429722,0.006774398,0.01539664,0.017898519,0.00410632,-0.001365456,0.02583276,-0.041887912,0.039530841,0.074505571,-0.012719904,0.001563497,-0.007191585,-0.004965971
254,-0.041049586,0.000682431,-0.020065761,0.008964819,-0.005607663,-0.010803205,0.014805959,0.033206546,0.006228963,-0.007711766,-0.035291723,0.002220249,-0.011649158,0.006741915,-0.031243645,-0.026019746,-0.047422784,-0.013883531,-0.040065586,-0.020953323,-0.022290234,-0.022572201,0.015829677,-0.056479337,-0.00222382,-0.035586673,0.021989081,0.028596864,0.001536933,-0.016660278,-0.016304181,-0.01752543,0.018887159,-0.048933701,-0.038385861,0.004778802,-0.003942371,0.002001285,-0.015220318,0.017477627,-0.008615524,0.001447977,-0.00170152,0.016020976,0.037079024,-0.044247295,-0.021899835,-0.012727495,0.014321946,-0.023566649,0.020403034,0.026500899,-0.022748966,0.012701487,0.012029091,-0.003194382,-0.017894269,0.010317759,0.130865915,-0.026062557,0.001036097,0.110043229,-0.023030971,-0.019410462,-0.007190163,0.019542943,-0.018291996,0.019983335,-0.013067742,-0.006594339,0.014637163,0.019694057,-0.021040663,0.005162301,0.046292724,-0.009307851,0.048729911,0.077074612,-0.01192508,0.003785664,0.005501595,0.003445707
255,-0.052400674,-0.009733622,-0.022108803,0.002057609,-0.004927419,-0.009483694,0.00857516,0.031677372,0.005459741,-0.056464691,-0.038249911,0.002852887,-0.007149554,0.004454293,-0.053288716,-0.030729011,-0.045802311,-0.010479537,-0.042442133,-0.017164525,-0.017178444,-0.021851498,0.005823179,-0.052982156,0.00211348,-0.03208859,0.015863646,0.037085903,4.47E-05,-0.014522871,-0.001562719,-0.015330761,0.009743917,-0.044320462,-0.024013771,-0.000975598,0.0075913,0.004307585,-0.014266693,0.017396995,-0.010169402,-0.009610646,-0.003386695,0.00945019,0.0359735,-0.050623829,-0.012055554,-0.022989333,0.013078608,-0.033423739,0.015414429,0.021695597,-0.042049597,0.000235412,0.009089627,-0.040634009,-0.02942794,0.010696251,0.134015123,-0.029622127,-0.001025421,0.098489224,-0.004621926,-0.020178725,-0.008181392,0.014943179,-0.018280148,-0.014948269,-0.036376802,-0.012105629,0.006082612,0.014201017,0.025798933,0.011186506,0.064130998,0.007965755,0.047722733,0.076989425,-0.017398044,0.006333621,0.008673571,0.002444636
256,-0.042589689,-0.01696188,-0.014523992,0.005892299,-0.014904071,-0.016692428,0.015376391,0.046763869,0.000969967,-0.071933197,-0.048736279,0.035636959,-0.007909427,0.06291794,-0.063873489,-0.036376757,-0.039816065,0.056516608,-0.031587844,-0.025656971,0.003250246,-0.034103451,0.005014061,-0.045093286,0.000177644,-0.02553145,0.029178041,0.028139508,-0.009912715,-0.006207268,0.014553928,0.035602562,0.016176955,-0.044842152,-0.009321458,-0.011847011,0.009701652,0.012655232,-0.016533529,0.048074093,-0.005091562,-0.022790638,0.003232458,0.026287036,0.048902297,-0.056676014,-0.00463572,-0.014028366,0.011351434,-0.03595574,0.019763842,0.019443035,-0.063205987,-0.00181531,0.114080085,-0.018655148,0.013670654,0.007282758,0.200133496,-0.041882666,-0.002981783,0.087213263,0.031402459,-0.012865226,-0.016432363,0.032817524,-0.015512235,-0.027398253,-0.026687128,-0.00410246,0.025624899,0.013330153,0.042892456,0.007799955,0.084119937,0.01507923,0.048339061,0.080534856,-0.009957852,-0.005402984,0.017823949,0.000356462
257,-0.029042672,-0.008428954,-0.011759292,0.010436355,-0.001385243,-0.020156511,0.016606671,0.040209014,-0.000444958,-0.056142889,-0.038915751,0.036117795,-0.019181768,0.058576898,-0.046735173,-0.031655838,-0.02330632,0.07113462,-0.023246159,-0.029713312,0.020793835,-0.04154439,-0.007776998,-0.026231205,-0.004562252,-0.014853687,0.025875727,0.015347066,0.001881282,-0.002839387,0.010361646,0.055127568,0.02166315,-0.06339719,-0.00930225,-0.00081123,0.010872496,0.017464049,-0.001447071,0.049777112,-0.005811761,0.014535539,0.004382309,0.041142012,0.048077082,-0.039986575,0.000539447,-0.009745334,0.017827125,-0.045440646,0.02379639,0.026642331,-0.048570764,0.008260819,0.109882483,-0.021482127,0.029417122,0.005747371,0.195918587,-0.034957972,-0.005529339,0.045756769,0.043895046,-0.009743847,-0.016446228,0.026784934,-0.008812478,-0.013858466,-0.027454143,0.00342774,0.025868304,0.021042739,0.05244264,0.000927551,0.074190595,0.016902492,0.055864959,0.083275635,-0.001410397,0.001476125,0.019354906,0.000489818
258,-0.003015313,0.005294351,-0.007336182,0.01813811,0.02301494,-0.0157913,0.020758091,0.038085778,-0.000244729,-0.031562755,-0.02248893,0.048310969,-0.011337644,0.074643431,-0.030515114,-0.015307585,-0.010031005,0.075445,-0.01208779,-0.024922322,0.022640521,-0.041637115,0.011407674,-0.027887635,-0.00565042,-0.014740114,0.024396586,0.029953215,0.01008488,-0.002890356,0.003624924,0.055260845,0.030214542,-0.060585269,-0.017372623,-0.006281952,0.002104957,0.010443324,-0.012825114,0.059606497,-0.002183474,0.018782126,0.003662549,0.043081956,0.052940932,-0.023024543,-0.006807081,-0.00479221,0.014078192,-0.043307331,0.022467721,0.025753785,-0.019300167,0.008206559,0.122022271,-0.001627,0.048263914,0.016433812,0.200589122,-0.009213237,-0.010054558,0.076712012,0.022443737,-0.00745587,-0.017914487,0.03236696,-0.001446681,0.009908347,-0.015988276,-0.002849415,0.044533845,0.028731318,0.023328666,0.007911574,0.063099928,0.059543702,0.052632279,0.086995407,0.015646816,-0.000485691,0.029115655,-0.001256233
259,0.001349439,0.007017169,-0.002825211,0.018569149,0.030469568,-0.01477684,0.0191416,0.029606404,0.007322716,-0.02194261,-0.009949501,0.037047877,-0.018297757,0.060005826,-0.024472289,-0.003298947,-0.00369846,0.039965744,-0.002479901,-0.015454096,0.011007385,-0.013096202,0.013126493,-0.005383085,0.007731092,0.006655155,0.017088719,0.035952134,0.022856912,-0.001129115,0.012975992,0.020049864,0.02806322,-0.048299924,-0.017146237,-0.000502835,0.004480239,0.003459604,-0.006288485,0.049197301,-0.0055816,0.014336529,0.002186656,0.021601862,0.03474836,-0.015913982,-0.00569604,-0.022300833,0.017306534,-0.036902303,0.020196989,0.022828299,-0.005244473,0.013383834,0.087699802,0.001509762,0.028639242,0.023199899,0.175486506,-0.002481191,-0.017903535,0.043454279,0.013269443,-0.003878939,-0.011997205,0.019171941,0.000969418,0.034366685,-0.011536755,-0.001593885,0.049513219,0.033364304,0.015131402,0.018061548,0.044861647,0.056297505,0.049320685,0.087421,0.016959961,0.003826213,0.024774755,0.000966527
260,0.01498472,-0.011161524,-0.005561231,0.017926439,0.023767699,-0.007522735,0.01800033,0.0156683,0.017644671,-0.025561018,0.010021766,0.00288094,-0.012957455,-0.009149315,-0.01212992,0.001802883,-0.013150615,-0.021664641,-0.00160943,-0.002411865,-0.011400647,0.016591348,0.015579876,0.006790731,0.016284736,0.007978292,0.005389356,0.020418969,0.020468827,-0.005760222,0.004910591,-0.015032152,0.023971975,-0.02548048,-0.021817595,-0.002429034,0.008023756,-0.005210501,-0.036859037,0.010320271,-0.007439475,-0.011275221,0.001411903,0.010359081,0.015091661,0.003110141,-0.017240097,-0.028914871,0.007756884,-0.054223858,0.014383473,0.00872707,0.010163626,0.025077294,-0.045865325,0.000442162,-0.018617993,0.017015284,0.083941844,0.023798618,-0.009667152,0.05509757,-0.003346535,-0.006711877,-0.008348574,0.000308207,-0.003182083,0.06818638,-0.015439397,-0.013739331,0.025800948,0.038379548,-0.024091131,0.013492779,0.04288753,0.056358333,0.035326869,0.076579204,0.019205795,-0.00103547,0.021631456,0.002018675
